Quarter Ending ,HSCTrust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,,
30-Sep-18,Belfast,Oral Surgery,Acute Services,79,44,30,7,--,61,35,--,--,--,--,--,256,,
30-Sep-18,Belfast,Paediatric Dentistry,Acute Services,34,29,32,19,--,57,15,--,--,--,--,--,186,,
30-Sep-18,Belfast,Paediatric Surgery,Acute Services,110,82,78,61,--,242,268,--,--,--,--,--,841,,
30-Sep-18,Belfast,Paediatrics,Acute Services,47,51,45,35,--,129,43,--,--,--,--,--,350,,
30-Sep-18,Belfast,Pain Management,Acute Services,87,96,57,38,--,94,53,--,--,--,--,--,425,,
30-Sep-18,Belfast,Plastic Surgery,Acute Services,120,57,100,54,--,225,446,--,--,--,--,--,"1,002",,
30-Sep-18,Belfast,Radiology,Acute Services,14,2,3,1,--,5,12,--,--,--,--,--,37,,
30-Sep-18,Belfast,Restorative Dentistry,Acute Services,46,33,6,1,--,4,0,--,--,--,--,--,90,,
30-Sep-18,Belfast,Rheumatology,Acute Services,6,3,4,0,--,4,50,--,--,--,--,--,67,,
30-Sep-18,Belfast,T & O Surgery,Acute Services,225,"1,068","1,544",747,--,"3,083","2,792",--,--,--,--,--,"9,459",,
30-Sep-18,Belfast,Thoracic Medicine,Acute Services,8,9,1,5,--,8,6,--,--,--,--,--,37,,
30-Sep-18,Belfast,Urology,Acute Services,796,306,321,163,--,"1,035",832,--,--,--,--,--,"3,453",,
30-Sep-18,Northern,Cardiology,Acute Services,87,63,27,2,--,1,0,--,--,--,--,--,180,,
30-Sep-18,Northern,Dermatology,Acute Services,96,8,0,0,--,0,0,--,--,--,--,--,104,,
30-Sep-18,Northern,ENT,Acute Services,290,259,239,78,--,156,86,--,--,--,--,--,"1,108",,
30-Sep-18,Northern,Gastroenterology,Acute Services,810,282,75,4,--,3,0,--,--,--,--,--,"1,174",,
30-Sep-18,Northern,General Surgery,Acute Services,943,657,639,252,--,358,145,--,--,--,--,--,"2,994",,
30-Sep-18,Northern,GP Other,Acute Services,66,73,51,13,--,10,2,--,--,--,--,--,215,,
30-Sep-18,Northern,Gynaecology,Acute Services,307,182,148,67,--,175,32,--,--,--,--,--,911,,
30-Sep-18,Northern,Pain Management,Acute Services,122,109,106,59,--,229,87,--,--,--,--,--,712,,
30-Sep-18,Northern,Thoracic Medicine,Acute Services,26,3,0,0,--,0,0,--,--,--,--,--,29,,
30-Sep-18,South Eastern,Cardiology,Acute Services,140,121,77,40,--,32,37,--,--,--,--,--,447,,
30-Sep-18,South Eastern,Clinical Oncology,Acute Services,6,0,0,0,--,0,0,--,--,--,--,--,6,,
30-Sep-18,South Eastern,Dermatology,Acute Services,62,23,15,5,--,20,0,--,--,--,--,--,125,,
30-Sep-18,South Eastern,ENT,Acute Services,57,48,32,11,--,10,2,--,--,--,--,--,160,,
30-Sep-18,South Eastern,General Medicine,Acute Services,681,384,323,197,--,563,270,--,--,--,--,--,"2,418",,
30-Sep-18,South Eastern,General Surgery,Acute Services,596,357,379,166,--,478,431,--,--,--,--,--,"2,407",,
30-Sep-18,South Eastern,Geriatric Medicine,Elderly Care,1,0,0,0,--,0,0,--,--,--,--,--,1,,
30-Sep-18,South Eastern,Gynaecology,Acute Services,180,125,94,42,--,208,678,--,--,--,--,--,"1,327",,
30-Sep-18,South Eastern,Haematology (Clinical),Acute Services,4,1,0,0,--,1,0,--,--,--,--,--,6,,
30-Sep-18,South Eastern,Neurology,Acute Services,1,0,0,0,--,0,0,--,--,--,--,--,1,,
30-Sep-18,South Eastern,Ophthalmology,Acute Services,179,129,165,5,--,0,0,--,--,--,--,--,478,,
30-Sep-18,South Eastern,Oral Surgery,Acute Services,60,49,40,11,--,66,57,--,--,--,--,--,283,,
30-Sep-18,South Eastern,Paediatric Surgery,Acute Services,34,8,22,5,--,7,2,--,--,--,--,--,78,,
30-Sep-18,South Eastern,Pain Management,Acute Services,48,34,50,24,--,65,50,--,--,--,--,--,271,,
30-Sep-18,South Eastern,Plastic Surgery,Acute Services,333,183,169,54,--,214,396,--,--,--,--,--,"1,349",,
30-Sep-18,South Eastern,Rheumatology,Acute Services,8,0,0,0,--,2,0,--,--,--,--,--,10,,
30-Sep-18,South Eastern,T & O Surgery,Acute Services,6,4,2,5,--,14,0,--,--,--,--,--,31,,
30-Sep-18,South Eastern,Urology,Acute Services,433,117,88,22,--,110,55,--,--,--,--,--,825,,
30-Sep-18,Southern,Cardiology,Acute Services,131,119,136,120,--,270,13,--,--,--,--,--,789,,
30-Sep-18,Southern,Clinical Oncology,Acute Services,30,0,0,0,--,0,0,--,--,--,--,--,30,,
30-Sep-18,Southern,Dermatology,Acute Services,124,62,75,34,--,47,0,--,--,--,--,--,342,,
30-Sep-18,Southern,ENT,Acute Services,259,174,240,142,--,398,83,--,--,--,--,--,"1,296",,
30-Sep-18,Southern,Gastroenterology,Acute Services,359,170,79,40,--,115,17,--,--,--,--,--,780,,
30-Sep-18,Southern,General Surgery,Acute Services,771,434,328,152,--,478,459,--,--,--,--,--,"2,622",,
30-Sep-18,Southern,GP Other,Acute Services,175,111,13,1,--,1,0,--,--,--,--,--,301,,
30-Sep-18,Southern,Gynaecology,Acute Services,234,72,52,22,--,39,1,--,--,--,--,--,420,,
30-Sep-18,Southern,Haematology (Clinical),Acute Services,31,1,0,0,--,0,0,--,--,--,--,--,32,,
30-Sep-18,Southern,Joint Consultant Clinics,Acute Services,53,30,13,0,--,2,0,--,--,--,--,--,98,,
30-Sep-18,Southern,Medical Oncology,Acute Services,6,0,0,0,--,0,0,--,--,--,--,--,6,,
30-Sep-18,Southern,Neurology,Acute Services,12,7,16,0,--,0,0,--,--,--,--,--,35,,
30-Sep-18,Southern,Ophthalmology,Acute Services,31,54,68,16,--,47,1,--,--,--,--,--,217,,
30-Sep-18,Southern,Oral Surgery,Acute Services,0,7,11,6,--,30,5,--,--,--,--,--,59,,
30-Sep-18,Southern,Paediatrics,Acute Services,7,13,16,3,--,26,10,--,--,--,--,--,75,,
30-Sep-18,Southern,Pain Management,Acute Services,26,75,41,32,--,125,283,--,--,--,--,--,582,,
30-Sep-18,Southern,Rheumatology,Acute Services,116,66,10,0,--,0,0,--,--,--,--,--,192,,
30-Sep-18,Southern,T & O Surgery,Acute Services,193,212,335,229,--,745,915,--,--,--,--,--,"2,629",,
30-Sep-18,Southern,Thoracic Medicine,Acute Services,11,0,0,0,--,0,0,--,--,--,--,--,11,,
30-Sep-18,Southern,Urology,Acute Services,176,143,184,100,--,437,723,--,--,--,--,--,"1,763",,
30-Sep-18,Western,Cardiology,Acute Services,69,53,31,13,--,2,0,--,--,--,--,--,168,,
30-Sep-18,Western,ENT,Acute Services,190,154,233,127,--,453,883,--,--,--,--,--,"2,040",,
30-Sep-18,Western,General Medicine,Acute Services,"1,053",645,229,12,--,94,105,--,--,--,--,--,"2,138",,
30-Sep-18,Western,General Surgery,Acute Services,380,249,278,158,--,501,769,--,--,--,--,--,"2,335",,
30-Sep-18,Western,GP Other,Acute Services,114,18,10,5,--,2,0,--,--,--,--,--,149,,
30-Sep-18,Western,Gynaecology,Acute Services,200,148,162,71,--,249,242,--,--,--,--,--,"1,072",,
30-Sep-18,Western,Ophthalmology,Acute Services,471,414,510,234,--,917,155,--,--,--,--,--,"2,701",,
30-Sep-18,Western,Oral Surgery,Acute Services,126,106,58,22,--,109,77,--,--,--,--,--,498,,
30-Sep-18,Western,Pain Management,Acute Services,39,47,50,27,--,155,44,--,--,--,--,--,362,,
30-Sep-18,Western,T & O Surgery,Acute Services,271,246,296,189,--,812,"2,475",--,--,--,--,--,"4,289",,
30-Sep-18,Western,Urology,Acute Services,445,294,388,254,--,192,191,--,--,--,--,--,"1,764",,
30-Sep-18,Belfast,Cardiac Surgery,Acute Services,53,68,48,16,--,2,0,--,--,--,--,--,187,,
30-Sep-18,Belfast,Paediatric Neurology,Acute Services,13,7,9,3,--,1,2,--,--,--,--,--,35,,
30-Sep-18,Belfast,Thoracic Surgery,Acute Services,51,40,19,8,--,41,101,--,--,--,--,--,260,,
30-Sep-18,South Eastern,Nephrology,Acute Services,0,0,0,0,--,0,1,--,--,--,--,--,1,,
31-Dec-18,Belfast,Anaesthetics,Acute Services,3,1,0,0,,0,0,,,,,,4,,
31-Dec-18,Belfast,Cardiac Surgery,Acute Services,87,70,33,6,,4,0,,,,,,200,,
31-Dec-18,Belfast,Cardiology,Acute Services,242,186,86,51,,167,40,,,,,,772,,
31-Dec-18,Belfast,Dermatology,Acute Services,14,22,6,0,,1,3,,,,,,46,,
31-Dec-18,Belfast,Endocrinology,Acute Services,5,1,2,1,,41,42,,,,,,92,,
31-Dec-18,Belfast,ENT,Acute Services,347,320,331,132,,883,"2,345",,,,,,"4,358",,
31-Dec-18,Belfast,Gastroenterology,Acute Services,571,477,436,249,,"1,083",242,,,,,,"3,058",,
31-Dec-18,Belfast,General Medicine,Acute Services,2,0,0,0,,1,1,,,,,,4,,
31-Dec-18,Belfast,General Surgery,Acute Services,752,636,602,334,,"1,695","1,994",,,,,,"6,013",,
31-Dec-18,Belfast,Gynaecology,Acute Services,256,295,235,135,,411,231,,,,,,"1,563",,
31-Dec-18,Belfast,Nephrology,Acute Services,23,11,10,4,,8,1,,,,,,57,,
31-Dec-18,Belfast,Neurology,Acute Services,70,63,51,12,,47,89,,,,,,332,,
31-Dec-18,Belfast,Neurosurgery,Acute Services,59,60,38,19,,71,50,,,,,,297,,
31-Dec-18,Belfast,Ophthalmology,Acute Services,824,985,931,430,,"1,862","1,179",,,,,,"6,211",,
31-Dec-18,Belfast,Oral Surgery,Acute Services,52,45,27,12,,60,35,,,,,,231,,
31-Dec-18,Belfast,Paediatric Dentistry,Acute Services,53,36,33,5,,30,10,,,,,,167,,
31-Dec-18,Belfast,Paediatric Neurology,Acute Services,3,14,15,2,,2,1,,,,,,37,,
31-Dec-18,Belfast,Paediatric Surgery,Acute Services,99,103,82,36,,202,258,,,,,,780,,
31-Dec-18,Belfast,Paediatrics,Acute Services,57,57,49,27,,103,79,,,,,,372,,
31-Dec-18,Belfast,Pain Management,Acute Services,78,74,35,17,,62,80,,,,,,346,,
31-Dec-18,Belfast,Plastic Surgery,Acute Services,86,98,103,34,,238,491,,,,,,"1,050",,
31-Dec-18,Belfast,Radiology,Acute Services,15,3,0,0,,5,16,,,,,,39,,
31-Dec-18,Belfast,Restorative Dentistry,Acute Services,35,58,4,2,,5,0,,,,,,104,,
31-Dec-18,Belfast,Rheumatology,Acute Services,7,15,0,0,,5,51,,,,,,78,,
31-Dec-18,Belfast,T & O Surgery,Acute Services,311,"1,285","1,164",604,,"3,394","3,026",,,,,,"9,784",,
31-Dec-18,Belfast,Thoracic Medicine,Acute Services,8,8,5,2,,9,9,,,,,,41,,
31-Dec-18,Belfast,Thoracic Surgery,Acute Services,52,35,18,9,,44,119,,,,,,277,,
31-Dec-18,Belfast,Urology,Acute Services,780,454,301,121,,903,"1,096",,,,,,"3,655",,
31-Dec-18,Northern,Cardiology,Acute Services,73,68,44,0,,0,0,,,,,,185,,
31-Dec-18,Northern,Dermatology,Acute Services,124,15,0,0,,0,0,,,,,,139,,
31-Dec-18,Northern,ENT,Acute Services,234,219,242,126,,305,78,,,,,,"1,204",,
31-Dec-18,Northern,Gastroenterology,Acute Services,744,196,103,53,,16,0,,,,,,"1,112",,
31-Dec-18,Northern,General Surgery,Acute Services,"1,039",748,513,252,,534,146,,,,,,"3,232",,
31-Dec-18,Northern,GP Other,Acute Services,142,74,18,7,,11,0,,,,,,252,,
31-Dec-18,Northern,Gynaecology,Acute Services,264,215,139,55,,212,35,,,,,,920,,
31-Dec-18,Northern,Pain Management,Acute Services,120,93,148,63,,215,50,,,,,,689,,
31-Dec-18,Northern,Thoracic Medicine,Acute Services,27,2,0,0,,0,0,,,,,,29,,
31-Dec-18,South Eastern,Cardiology,Acute Services,131,99,86,50,,77,32,,,,,,475,,
31-Dec-18,South Eastern,Clinical Oncology,Acute Services,13,0,0,0,,0,0,,,,,,13,,
31-Dec-18,South Eastern,Dermatology,Acute Services,45,39,18,3,,22,0,,,,,,127,,
31-Dec-18,South Eastern,ENT,Acute Services,54,100,28,7,,10,1,,,,,,200,,
31-Dec-18,South Eastern,General Medicine,Acute Services,672,455,335,148,,360,104,,,,,,"2,074",,
31-Dec-18,South Eastern,General Surgery,Acute Services,609,533,333,112,,382,307,,,,,,"2,276",,
31-Dec-18,South Eastern,Gynaecology,Acute Services,179,140,104,46,,207,681,,,,,,"1,357",,
31-Dec-18,South Eastern,Haematology (Clinical),Acute Services,3,0,2,0,,1,0,,,,,,6,,
31-Dec-18,South Eastern,Nephrology,Acute Services,0,0,0,0,,0,1,,,,,,1,,
31-Dec-18,South Eastern,Neurology,Acute Services,27,4,1,0,,0,0,,,,,,32,,
31-Dec-18,South Eastern,Ophthalmology,Acute Services,196,155,94,45,,23,1,,,,,,514,,
31-Dec-18,South Eastern,Oral Surgery,Acute Services,52,57,39,9,,49,74,,,,,,280,,
31-Dec-18,South Eastern,Paediatric Surgery,Acute Services,19,42,11,1,,3,1,,,,,,77,,
31-Dec-18,South Eastern,Pain Management,Acute Services,24,52,51,16,,72,50,,,,,,265,,
31-Dec-18,South Eastern,Plastic Surgery,Acute Services,305,216,174,51,,230,427,,,,,,"1,403",,
31-Dec-18,South Eastern,Rheumatology,Acute Services,6,5,1,0,,2,0,,,,,,14,,
31-Dec-18,South Eastern,T & O Surgery,Acute Services,12,4,1,1,,5,3,,,,,,26,,
31-Dec-18,South Eastern,Urology,Acute Services,414,200,77,19,,72,55,,,,,,837,,
31-Dec-18,Southern,Cardiology,Acute Services,164,192,114,29,,86,1,,,,,,586,,
31-Dec-18,Southern,Clinical Oncology,Acute Services,41,1,0,0,,0,0,,,,,,42,,
31-Dec-18,Southern,Dermatology,Acute Services,169,82,52,34,,79,1,,,,,,417,,
31-Dec-18,Southern,ENT,Acute Services,276,294,223,91,,427,118,,,,,,"1,429",,
31-Dec-18,Southern,Gastroenterology,Acute Services,369,155,66,20,,66,26,,,,,,702,,
31-Dec-18,Southern,General Medicine,Acute Services,4,1,0,0,,0,0,,,,,,5,,
31-Dec-18,Southern,General Surgery,Acute Services,868,536,302,113,,432,487,,,,,,"2,738",,
31-Dec-18,Southern,GP Other,Acute Services,144,168,18,6,,2,0,,,,,,338,,
31-Dec-18,Southern,Gynaecology,Acute Services,186,119,72,18,,43,1,,,,,,439,,
31-Dec-18,Southern,Haematology (Clinical),Acute Services,21,2,0,0,,0,0,,,,,,23,,
31-Dec-18,Southern,Joint Consultant Clinics,Acute Services,71,32,5,2,,2,0,,,,,,112,,
31-Dec-18,Southern,Medical Oncology,Acute Services,7,0,0,0,,0,0,,,,,,7,,
31-Dec-18,Southern,Neurology,Acute Services,9,8,12,0,,0,0,,,,,,29,,
31-Dec-18,Southern,Ophthalmology,Acute Services,41,62,37,3,,59,12,,,,,,214,,
31-Dec-18,Southern,Oral Surgery,Acute Services,2,2,5,6,,34,6,,,,,,55,,
31-Dec-18,Southern,Paediatrics,Acute Services,30,17,9,10,,20,9,,,,,,95,,
31-Dec-18,Southern,Pain Management,Acute Services,31,47,58,36,,105,283,,,,,,560,,
31-Dec-18,Southern,Rheumatology,Acute Services,158,104,19,0,,0,0,,,,,,281,,
31-Dec-18,Southern,T & O Surgery,Acute Services,285,309,235,128,,788,984,,,,,,"2,729",,
31-Dec-18,Southern,Thoracic Medicine,Acute Services,13,1,0,0,,0,0,,,,,,14,,
31-Dec-18,Southern,Urology,Acute Services,167,193,152,70,,408,807,,,,,,"1,797",,
31-Dec-18,Western,Cardiology,Acute Services,68,75,30,5,,0,0,,,,,,178,,
31-Dec-18,Western,ENT,Acute Services,168,179,188,93,,514,963,,,,,,"2,105",,
31-Dec-18,Western,General Medicine,Acute Services,"1,075",679,290,17,,73,93,,,,,,"2,227",,
31-Dec-18,Western,General Surgery,Acute Services,412,319,213,113,,546,845,,,,,,"2,448",,
31-Dec-18,Western,GP Other,Acute Services,99,56,13,1,,8,0,,,,,,177,,
31-Dec-18,Western,Gynaecology,Acute Services,202,208,133,63,,241,250,,,,,,"1,097",,
31-Dec-18,Western,Ophthalmology,Acute Services,535,605,493,170,,988,234,,,,,,"3,025",,
31-Dec-18,Western,Oral Surgery,Acute Services,134,83,58,38,,87,86,,,,,,486,,
31-Dec-18,Western,Pain Management,Acute Services,9,51,40,33,,156,59,,,,,,348,,
31-Dec-18,Western,T & O Surgery,Acute Services,284,325,301,123,,808,"2,466",,,,,,"4,307",,
31-Dec-18,Western,Urology,Acute Services,449,410,350,164,,303,212,,,,,,"1,888",,
31-Mar-19,Belfast,Anaesthetics,Acute Services,0,0,0,2,,0,0,,,,,,2,,
31-Mar-19,Belfast,Cardiac Surgery,Acute Services,86,66,53,8,,2,0,,,,,,215,,
31-Mar-19,Belfast,Cardiology,Acute Services,220,139,109,50,,128,42,,,,,,688,,
31-Mar-19,Belfast,Dermatology,Acute Services,18,21,5,0,,1,3,,,,,,48,,
31-Mar-19,Belfast,Endocrinology,Acute Services,12,15,2,1,,24,62,,,,,,116,,
31-Mar-19,Belfast,ENT,Acute Services,240,308,308,203,,806,2673,,,,,,4538,,
31-Mar-19,Belfast,Gastroenterology,Acute Services,564,458,429,197,,769,107,,,,,,2524,,
31-Mar-19,Belfast,General Medicine,Acute Services,1,1,1,0,,0,1,,,,,,4,,
31-Mar-19,Belfast,General Surgery,Acute Services,699,587,504,320,,1598,2024,,,,,,5732,,
31-Mar-19,Belfast,Gynaecology,Acute Services,256,223,232,132,,425,250,,,,,,1518,,
31-Mar-19,Belfast,Nephrology,Acute Services,53,22,7,5,,15,1,,,,,,103,,
31-Mar-19,Belfast,Neurology,Acute Services,53,73,50,24,,70,16,,,,,,286,,
31-Mar-19,Belfast,Neurosurgery,Acute Services,46,49,41,31,,64,66,,,,,,297,,
31-Mar-19,Belfast,Ophthalmology,Acute Services,753,936,735,511,,1873,1221,,,,,,6029,,
31-Mar-19,Belfast,Oral Surgery,Acute Services,65,64,43,8,,41,23,,,,,,244,,
31-Mar-19,Belfast,Paediatric Dentistry,Acute Services,48,66,38,9,,31,9,,,,,,201,,
31-Mar-19,Belfast,Paediatric Neurology,Acute Services,6,15,9,7,,3,0,,,,,,40,,
31-Mar-19,Belfast,Paediatric Surgery,Acute Services,120,93,75,48,,170,166,,,,,,672,,
31-Mar-19,Belfast,Paediatrics,Acute Services,57,54,50,24,,111,86,,,,,,382,,
31-Mar-19,Belfast,Pain Management,Acute Services,94,42,19,4,,40,60,,,,,,259,,
31-Mar-19,Belfast,Plastic Surgery,Acute Services,79,108,104,56,,228,533,,,,,,1108,,
31-Mar-19,Belfast,Radiology,Acute Services,16,11,2,1,,3,16,,,,,,49,,
31-Mar-19,Belfast,Restorative Dentistry,Acute Services,28,63,24,3,,7,0,,,,,,125,,
31-Mar-19,Belfast,Rheumatology,Acute Services,12,2,3,4,,3,44,,,,,,68,,
31-Mar-19,Belfast,T & O Surgery,Acute Services,247,1394,1211,663,,2889,3183,,,,,,9587,,
31-Mar-19,Belfast,Thoracic Medicine,Acute Services,8,2,3,3,,12,12,,,,,,40,,
31-Mar-19,Belfast,Thoracic Surgery,Acute Services,61,32,25,16,,40,110,,,,,,284,,
31-Mar-19,Belfast,Urology,Acute Services,660,458,354,207,,740,1383,,,,,,3802,,
31-Mar-19,Northern,Cardiology,Acute Services,85,61,63,13,,1,0,,,,,,223,,
31-Mar-19,Northern,Dermatology,Acute Services,111,36,0,0,,0,0,,,,,,147,,
31-Mar-19,Northern,ENT,Acute Services,271,225,195,106,,395,109,,,,,,1301,,
31-Mar-19,Northern,Gastroenterology,Acute Services,855,217,103,43,,122,0,,,,,,1340,,
31-Mar-19,Northern,General Surgery,Acute Services,1033,719,553,303,,695,188,,,,,,3491,,
31-Mar-19,Northern,GP Other,Acute Services,116,122,31,7,,8,0,,,,,,284,,
31-Mar-19,Northern,Gynaecology,Acute Services,244,226,127,61,,214,59,,,,,,931,,
31-Mar-19,Northern,Neurology,Acute Services,0,1,0,0,,0,0,,,,,,1,,
31-Mar-19,Northern,Pain Management,Acute Services,106,94,129,65,,241,50,,,,,,685,,
31-Mar-19,Northern,Thoracic Medicine,Acute Services,22,0,0,0,,0,0,,,,,,22,,
31-Mar-19,South Eastern,Anaesthetics,Acute Services,0,0,1,0,,0,0,,,,,,1,,
31-Mar-19,South Eastern,Cardiology,Acute Services,153,77,66,26,,147,31,,,,,,500,,
31-Mar-19,South Eastern,Clinical Oncology,Acute Services,14,0,0,0,,0,0,,,,,,14,,
31-Mar-19,South Eastern,Dermatology,Acute Services,50,71,10,7,,31,2,,,,,,171,,
31-Mar-19,South Eastern,ENT,Acute Services,77,99,35,14,,10,1,,,,,,236,,
31-Mar-19,South Eastern,General Medicine,Acute Services,687,309,114,33,,81,74,,,,,,1298,,
31-Mar-19,South Eastern,General Surgery,Acute Services,587,528,238,97,,319,334,,,,,,2103,,
31-Mar-19,South Eastern,Geriatric Medicine,Elderly Care,3,0,0,0,,0,0,,,,,,3,,
31-Mar-19,South Eastern,Gynaecology,Acute Services,158,169,120,73,,228,745,,,,,,1493,,
31-Mar-19,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,,2,1,,,,,,6,,
31-Mar-19,South Eastern,Nephrology,Acute Services,2,0,0,0,,0,1,,,,,,3,,
31-Mar-19,South Eastern,Neurology,Acute Services,28,1,0,0,,0,0,,,,,,29,,
31-Mar-19,South Eastern,Ophthalmology,Acute Services,184,207,148,57,,14,0,,,,,,610,,
31-Mar-19,South Eastern,Oral Surgery,Acute Services,61,44,33,13,,37,40,,,,,,228,,
31-Mar-19,South Eastern,Paediatric Surgery,Acute Services,23,38,30,5,,2,0,,,,,,98,,
31-Mar-19,South Eastern,Pain Management,Acute Services,35,34,54,31,,94,24,,,,,,272,,
31-Mar-19,South Eastern,Plastic Surgery,Acute Services,202,146,98,34,,134,354,,,,,,968,,
31-Mar-19,South Eastern,Rheumatology,Acute Services,7,1,1,0,,0,0,,,,,,9,,
31-Mar-19,South Eastern,T & O Surgery,Acute Services,10,11,2,1,,4,4,,,,,,32,,
31-Mar-19,South Eastern,Urology,Acute Services,462,267,81,37,,64,62,,,,,,973,,
31-Mar-19,Southern,Cardiology,Acute Services,246,160,66,34,,49,1,,,,,,556,,
31-Mar-19,Southern,Clinical Oncology,Acute Services,35,0,0,0,,0,0,,,,,,35,,
31-Mar-19,Southern,Dermatology,Acute Services,146,63,89,49,,101,0,,,,,,448,,
31-Mar-19,Southern,ENT,Acute Services,266,233,295,146,,387,215,,,,,,1542,,
31-Mar-19,Southern,Gastroenterology,Acute Services,339,209,45,14,,22,30,,,,,,659,,
31-Mar-19,Southern,General Medicine,Acute Services,2,0,0,0,,0,0,,,,,,2,,
31-Mar-19,Southern,General Surgery,Acute Services,832,762,443,188,,399,510,,,,,,3134,,
31-Mar-19,Southern,GP Other,Acute Services,142,101,14,3,,5,0,,,,,,265,,
31-Mar-19,Southern,Gynaecology,Acute Services,174,134,58,29,,82,5,,,,,,482,,
31-Mar-19,Southern,Haematology (Clinical),Acute Services,42,0,1,0,,0,0,,,,,,43,,
31-Mar-19,Southern,Joint Consultant Clinics,Acute Services,116,21,0,1,,3,0,,,,,,141,,
31-Mar-19,Southern,Medical Oncology,Acute Services,8,0,0,0,,0,0,,,,,,8,,
31-Mar-19,Southern,Neurology,Acute Services,4,10,16,0,,0,0,,,,,,30,,
31-Mar-19,Southern,Ophthalmology,Acute Services,65,51,37,8,,48,12,,,,,,221,,
31-Mar-19,Southern,Oral Surgery,Acute Services,3,7,2,1,,17,4,,,,,,34,,
31-Mar-19,Southern,Paediatrics,Acute Services,16,17,17,5,,9,2,,,,,,66,,
31-Mar-19,Southern,Pain Management,Acute Services,37,59,38,19,,127,225,,,,,,505,,
31-Mar-19,Southern,Rheumatology,Acute Services,128,91,50,5,,0,0,,,,,,274,,
31-Mar-19,Southern,T & O Surgery,Acute Services,247,304,332,158,,660,959,,,,,,2660,,
31-Mar-19,Southern,Thoracic Medicine,Acute Services,15,2,1,0,,0,0,,,,,,18,,
31-Mar-19,Southern,Urology,Acute Services,149,169,150,116,,346,807,,,,,,1737,,
31-Mar-19,Western,Cardiology,Acute Services,64,59,28,1,,3,0,,,,,,155,,
31-Mar-19,Western,ENT,Acute Services,198,185,152,96,,490,1016,,,,,,2137,,
31-Mar-19,Western,General Medicine,Acute Services,1080,680,487,57,,50,95,,,,,,2449,,
31-Mar-19,Western,General Surgery,Acute Services,359,231,219,126,,454,812,,,,,,2201,,
31-Mar-19,Western,GP Other,Acute Services,92,50,11,4,,6,1,,,,,,164,,
31-Mar-19,Western,Gynaecology,Acute Services,197,129,134,66,,199,201,,,,,,926,,
31-Mar-19,Western,Ophthalmology,Acute Services,381,657,535,327,,865,338,,,,,,3103,,
31-Mar-19,Western,Oral Surgery,Acute Services,91,79,47,29,,91,98,,,,,,435,,
31-Mar-19,Western,Pain Management,Acute Services,18,34,47,43,,141,109,,,,,,392,,
31-Mar-19,Western,T & O Surgery,Acute Services,355,344,291,207,,698,2493,,,,,,4388,,
31-Mar-19,Western,Urology,Acute Services,433,362,334,159,,272,247,,,,,,1807,,
30-Jun-2019,Belfast,Anaesthetics,Acute Services,1,0,0,1,0,0,0,,,,,,2,,
30-Jun-2019,Belfast,Cardiac Surgery,Acute Services,78,65,46,4,1,1,0,,,,,,194,,
30-Jun-2019,Belfast,Cardiology,Acute Services,226,150,94,46,235,138,97,,,,,,751,,
30-Jun-2019,Belfast,Dermatology,Acute Services,19,26,21,1,4,2,2,,,,,,71,,
30-Jun-2019,Belfast,Endocrinology,Acute Services,6,2,7,10,88,5,83,,,,,,113,,
30-Jun-2019,Belfast,ENT,Acute Services,272,256,256,170,3734,803,2931,,,,,,4688,,
