Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 9 - 12 weeks,> 12-15 weeks,> 15-18 weeks,>18-26 weeks,>26-39 weeks,>39-52 weeks,>52-65 weeks,>65-78 weeks,>78-91 weeks,>91-104 weeks,>104 weeks,>18 weeks,>18-52 weeks,> 13 - 26 weeks,>52 weeks,> 26 weeks,Total Waiting 
30-Sep-2018,Belfast,Dermatology,Acute Services,1427,395,--,312,303,246,510,739,778,840,363,0,0,0,--,"2,027",--,"1,203",--,"5,913"
30-Sep-2018,Belfast,Thoracic Medicine,Acute Services,583,213,--,162,126,100,206,165,55,21,5,0,0,0,--,426,--,26,--,"1,636"
30-Sep-2018,Belfast,Nephrology,Acute Services,183,38,--,15,13,16,24,4,0,0,0,0,0,0,--,28,--,0,--,293
30-Sep-2018,Belfast,Medical Oncology,Acute Services,61,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,61
30-Sep-2018,Belfast,Neurology,Acute Services,629,258,--,172,181,170,469,641,582,515,251,257,260,"1,911",--,"1,692",--,"3,194",--,"6,296"
30-Sep-2018,Belfast,Rheumatology,Acute Services,410,191,--,131,142,171,314,332,305,250,257,200,217,"1,243",--,951,--,"2,167",--,"4,163"
30-Sep-2018,Belfast,Paediatrics,Acute Services,1014,377,--,302,396,333,780,721,370,257,220,84,64,34,--,"1,871",--,659,--,"4,952"
30-Sep-2018,Belfast,Paediatric Neurology,Acute Services,57,24,--,19,18,16,30,42,16,0,0,0,0,0,--,88,--,0,--,222
30-Sep-2018,Belfast,Geriatric Medicine,Elderly Care,332,129,--,71,79,90,149,105,12,3,2,0,0,0,--,266,--,5,--,972
30-Sep-2018,Belfast,Dental Medicine Specialties,Acute Services,211,59,--,49,51,65,161,214,22,0,0,0,0,0,--,397,--,0,--,832
30-Sep-2018,Belfast,Gynaecology,Acute Services,1345,490,--,274,205,207,337,570,515,492,442,249,0,0,--,"1,422",--,"1,183",--,"5,126"
30-Sep-2018,Belfast,Learning Disability,Learning Disability,14,7,--,2,3,6,0,0,0,0,0,0,0,0,--,0,--,0,--,32
30-Sep-2018,Belfast,Old Age Psychiatry,Elderly Care,221,58,--,39,19,4,0,0,0,0,0,0,0,0,--,0,--,0,--,341
30-Sep-2018,Belfast,Clinical Oncology,Acute Services,183,7,--,1,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,191
30-Sep-2018,Belfast,Chemical Pathology,Acute Services,1,1,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,2
30-Sep-2018,Northern ,General Surgery,Acute Services,1711,489,--,397,448,336,608,583,353,227,143,158,97,82,--,"1,544",--,707,--,"5,632"
30-Sep-2018,Northern ,ENT,Acute Services,1282,416,--,285,330,332,839,"1,380",801,754,736,686,632,784,--,"3,020",--,"3,592",--,"9,257"
30-Sep-2018,Northern ,Orthodontics,Acute Services,44,23,--,10,24,11,49,32,0,0,0,0,0,0,--,81,--,0,--,193
30-Sep-2018,Northern ,Pain Management,Acute Services,204,92,--,89,89,95,255,362,290,268,282,150,5,0,--,907,--,705,--,"2,181"
30-Sep-2018,Northern ,General Medicine,Acute Services,184,69,--,50,36,40,79,95,88,82,58,50,12,0,--,262,--,202,--,843
30-Sep-2018,Northern ,Gastroenterology,Acute Services,499,153,--,123,110,104,307,425,406,429,411,465,265,194,--,"1,138",--,"1,764",--,"3,891"
30-Sep-2018,Northern ,Haematology (Clinical),Acute Services,110,40,--,30,20,21,45,60,30,4,4,0,0,0,--,135,--,8,--,364
30-Sep-2018,Northern ,Cardiology,Acute Services,714,157,--,83,69,49,10,0,0,0,0,0,0,0,--,10,--,0,--,"1,082"
30-Sep-2018,Northern ,Dermatology,Acute Services,785,209,--,202,208,169,422,541,542,618,349,153,2,0,--,"1,505",--,"1,122",--,"4,200"
30-Sep-2018,Northern ,Thoracic Medicine,Acute Services,356,126,--,92,91,81,226,338,344,342,391,283,219,57,--,908,--,"1,292",--,"2,946"
30-Sep-2018,Northern ,Nephrology,Acute Services,77,19,--,8,1,1,0,0,0,0,0,0,0,0,--,0,--,0,--,106
30-Sep-2018,Northern ,Neurology,Acute Services,156,74,--,39,42,30,89,133,159,150,169,184,112,236,--,381,--,851,--,"1,573"
30-Sep-2018,Northern ,Rheumatology,Acute Services,260,99,--,101,128,109,318,313,244,282,297,294,173,2,--,875,--,"1,048",--,"2,620"
30-Sep-2018,Northern ,Paediatrics,Acute Services,578,223,--,199,209,222,252,18,1,0,0,0,0,0,--,271,--,0,--,"1,702"
30-Sep-2018,Northern ,Geriatric Medicine,Elderly Care,120,18,--,19,8,11,10,6,0,0,0,0,0,0,--,16,--,0,--,192
30-Sep-2018,Northern ,Gynaecology,Acute Services,1173,360,--,249,261,239,371,101,0,0,0,0,0,0,--,472,--,0,--,"2,754"
30-Sep-2018,Northern ,Chemical Pathology,Acute Services,12,12,--,1,4,2,0,0,0,0,0,0,0,0,--,0,--,0,--,31
30-Sep-2018,Northern ,Joint Consultant Clinics,Acute Services,22,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,22
30-Sep-2018,South Eastern ,General Surgery,Acute Services,1195,361,--,243,226,213,484,565,144,87,69,39,4,8,--,"1,193",--,207,--,"3,638"
30-Sep-2018,South Eastern ,Urology,Acute Services,392,110,--,102,92,90,249,238,169,131,27,32,23,183,--,656,--,396,--,"1,838"
30-Sep-2018,South Eastern ,T & O Surgery,Acute Services,201,7,--,7,2,1,0,0,1,0,0,0,0,0,--,1,--,0,--,219
30-Sep-2018,South Eastern ,ENT,Acute Services,923,308,--,293,332,328,802,"1,205","1,057","1,017","1,140","1,284",982,"1,059",--,"3,064",--,"5,482",--,"10,730"
30-Sep-2018,South Eastern ,Ophthalmology,Acute Services,413,190,--,158,147,119,364,475,404,300,172,218,181,695,--,"1,243",--,"1,566",--,"3,836"
30-Sep-2018,South Eastern ,Oral Surgery,Acute Services,604,235,--,234,272,221,656,933,"1,099",948,"1,122",888,444,749,--,"2,688",--,"4,151",--,"8,405"
30-Sep-2018,South Eastern ,Plastic Surgery,Acute Services,574,201,--,177,201,193,511,670,578,573,569,544,167,11,--,"1,759",--,"1,864",--,"4,969"
30-Sep-2018,South Eastern ,Paediatric Surgery,Acute Services,71,12,--,3,4,2,0,3,0,2,2,0,0,0,--,3,--,4,--,99
30-Sep-2018,South Eastern ,Pain Management,Acute Services,213,113,--,75,100,64,193,288,313,337,28,0,0,0,--,794,--,365,--,"1,724"
30-Sep-2018,South Eastern ,General Medicine,Acute Services,721,187,--,186,133,109,285,453,373,267,335,265,221,"1,170",--,"1,111",--,"2,258",--,"4,705"
30-Sep-2018,South Eastern ,Gastroenterology,Acute Services,16,1,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,17
30-Sep-2018,South Eastern ,Endocrinology,Acute Services,20,8,--,3,6,5,3,0,0,0,0,0,0,0,--,3,--,0,--,45
30-Sep-2018,South Eastern ,Haematology (Clinical),Acute Services,119,34,--,39,32,34,70,13,0,0,0,0,0,0,--,83,--,0,--,341
30-Sep-2018,South Eastern ,Cardiology,Acute Services,785,241,--,148,146,100,267,78,91,25,24,45,22,66,--,436,--,182,--,"2,038"
30-Sep-2018,South Eastern ,Dermatology,Acute Services,998,294,--,246,295,273,596,487,344,396,467,305,281,716,--,"1,427",--,"2,165",--,"5,698"
30-Sep-2018,South Eastern ,Thoracic Medicine,Acute Services,299,101,--,82,64,71,184,286,264,271,254,162,61,25,--,734,--,773,--,"2,124"
30-Sep-2018,South Eastern ,Nephrology,Acute Services,20,0,--,0,0,1,3,0,0,0,0,0,0,0,--,3,--,0,--,24
30-Sep-2018,South Eastern ,Neurology,Acute Services,263,130,--,96,84,101,235,351,329,296,344,333,271,"1,057",--,915,--,"2,301",--,"3,890"
30-Sep-2018,South Eastern ,Rheumatology,Acute Services,330,112,--,111,131,76,243,362,342,317,270,176,73,49,--,947,--,885,--,"2,592"
30-Sep-2018,South Eastern ,Paediatrics,Acute Services,309,134,--,86,128,107,339,331,261,199,167,186,180,351,--,931,--,"1,083",--,"2,778"
30-Sep-2018,South Eastern ,Geriatric Medicine,Elderly Care,294,73,--,57,26,14,36,52,18,19,23,27,29,69,--,106,--,167,--,737
30-Sep-2018,South Eastern ,Gynaecology,Acute Services,802,252,--,159,175,164,453,607,571,666,681,664,421,73,--,"1,631",--,"2,505",--,"5,688"
30-Sep-2018,South Eastern ,Old Age Psychiatry,Elderly Care,214,69,--,52,50,42,61,33,2,0,1,0,0,0,--,96,--,1,--,524
30-Sep-2018,South Eastern ,Clinical Oncology,Acute Services,0,0,--,0,0,0,0,0,1,0,0,0,0,0,--,1,--,0,--,1
30-Sep-2018,Southern,General Surgery,Acute Services,1312,499,--,445,430,425,"1,006","1,476","1,360",848,354,390,274,33,--,"3,842",--,"1,899",--,"8,852"
30-Sep-2018,Southern,Urology,Acute Services,602,195,--,98,104,108,223,252,262,254,300,297,279,459,--,737,--,"1,589",--,"3,433"
30-Sep-2018,Southern,T & O Surgery,Acute Services,840,178,--,156,214,181,337,444,358,253,267,201,17,51,--,"1,139",--,789,--,"3,497"
30-Sep-2018,Southern,ENT,Acute Services,1033,341,--,286,335,351,915,"1,434","1,224",120,4,1,3,1,--,"3,573",--,129,--,"6,048"
30-Sep-2018,Southern,Ophthalmology,Acute Services,460,210,--,180,216,187,578,725,719,703,703,836,558,410,--,"2,022",--,"3,210",--,"6,485"
30-Sep-2018,Southern,Oral Surgery,Acute Services,15,7,--,7,9,1,7,4,0,1,0,0,0,0,--,11,--,1,--,51
30-Sep-2018,Southern,Paediatric Dentistry,Acute Services,2,4,--,0,1,4,3,1,0,0,0,0,0,0,--,4,--,0,--,15
30-Sep-2018,Southern,Orthodontics,Acute Services,30,15,--,12,8,0,0,0,0,0,0,0,0,0,--,0,--,0,--,65
30-Sep-2018,Southern,Pain Management,Acute Services,174,72,--,63,72,78,163,335,87,0,0,0,0,1,--,585,--,1,--,"1,045"
30-Sep-2018,Southern,General Medicine,Acute Services,54,16,--,6,1,1,1,0,0,0,0,0,0,0,--,1,--,0,--,79
30-Sep-2018,Southern,Gastroenterology,Acute Services,322,106,--,74,106,93,234,382,387,353,160,76,64,9,--,"1,003",--,662,--,"2,366"
30-Sep-2018,Southern,Endocrinology,Acute Services,141,53,--,57,63,40,86,70,58,5,0,0,0,0,--,214,--,5,--,573
30-Sep-2018,Southern,Haematology (Clinical),Acute Services,105,20,--,9,12,7,14,28,13,4,0,0,0,0,--,55,--,4,--,212
30-Sep-2018,Southern,Palliative Medicine,Acute Services,12,1,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,13
30-Sep-2018,Southern,Cardiology,Acute Services,351,157,--,117,108,131,256,384,387,27,0,0,0,0,--,"1,027",--,27,--,"1,918"
30-Sep-2018,Southern,Dermatology,Acute Services,1201,371,--,311,216,213,304,0,0,0,0,0,0,0,--,304,--,0,--,"2,616"
30-Sep-2018,Southern,Thoracic Medicine,Acute Services,221,65,--,82,75,76,209,334,285,286,237,39,0,0,--,828,--,562,--,"1,909"
30-Sep-2018,Southern,Genito-Urinary Medicine,Acute Services,37,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,37
30-Sep-2018,Southern,Nephrology,Acute Services,34,6,--,3,4,5,4,0,0,0,0,0,0,0,--,4,--,0,--,56
30-Sep-2018,Southern,Medical Oncology,Acute Services,4,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,4
30-Sep-2018,Southern,Neurology,Acute Services,257,102,--,109,84,80,247,441,367,416,366,379,358,10,--,"1,055",--,"1,529",--,"3,216"
30-Sep-2018,Southern,Rheumatology,Acute Services,274,89,--,81,62,37,93,121,117,105,109,93,113,109,--,331,--,529,--,"1,403"
30-Sep-2018,Southern,Paediatrics,Acute Services,611,225,--,183,157,150,94,9,4,1,0,0,0,0,--,107,--,1,--,"1,434"
30-Sep-2018,Southern,Geriatric Medicine,Acute Services,156,48,--,33,27,11,25,48,16,13,13,20,21,18,--,89,--,85,--,449
30-Sep-2018,Southern,Gynaecology,Acute Services,806,63,--,25,20,15,2,0,0,0,0,0,0,0,--,2,--,0,--,931
30-Sep-2018,Southern,Learning Disability,Learning Disability,7,2,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,9
30-Sep-2018,Southern,Old Age Psychiatry,Elderly Care,24,11,--,2,1,2,0,0,0,0,0,0,0,0,--,0,--,0,--,40
30-Sep-2018,Southern,Chemical Pathology,Acute Services,28,13,--,9,7,5,1,0,0,0,0,0,0,0,--,1,--,0,--,63
30-Sep-2018,Western,General Surgery,Acute Services,930,318,--,233,231,180,475,476,330,358,265,185,155,676,--,"1,281",--,"1,639",--,"4,812"
30-Sep-2018,Western,Urology,Acute Services,265,44,--,10,2,2,0,0,0,0,0,0,0,0,--,0,--,0,--,323
30-Sep-2018,Western,T & O Surgery,Acute Services,774,249,--,218,199,233,581,651,561,616,585,524,429,"1,705",--,"1,793",--,"3,859",--,"7,325"
30-Sep-2018,Western,ENT,Acute Services,849,201,--,238,225,180,398,100,3,0,0,0,0,0,--,501,--,0,--,"2,194"
30-Sep-2018,Western,Ophthalmology,Acute Services,672,209,--,162,181,158,215,137,2,0,0,0,0,0,--,354,--,0,--,"1,736"
30-Sep-2018,Western,Oral Surgery,Acute Services,345,127,--,86,157,100,250,404,344,314,291,322,291,"1,141",--,998,--,"2,359",--,"4,172"
30-Sep-2018,Western,Orthodontics,Acute Services,33,12,--,7,20,12,41,28,0,0,0,0,0,0,--,69,--,0,--,153
30-Sep-2018,Western,Thoracic Surgery,Acute Services,0,0,--,0,1,0,0,0,0,0,0,0,0,0,--,0,--,0,--,1
30-Sep-2018,Western,Pain Management,Acute Services,104,60,--,57,56,54,132,112,78,78,9,0,0,0,--,322,--,87,--,740
30-Sep-2018,Western,General Medicine,Acute Services,602,194,--,150,153,133,289,320,242,234,229,211,161,948,--,851,--,"1,783",--,"3,866"
30-Sep-2018,Western,Haematology (Clinical),Acute Services,29,1,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,30
30-Sep-2018,Western,Palliative Medicine,Acute Services,5,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,5
30-Sep-2018,Western,Cardiology,Acute Services,373,113,--,54,16,2,3,4,0,0,0,0,0,0,--,7,--,0,--,565
30-Sep-2018,Western,Dermatology,Acute Services,478,92,--,40,21,24,77,105,56,0,0,0,0,0,--,238,--,0,--,893
30-Sep-2018,Western,Nephrology,Acute Services,53,2,--,1,0,1,1,0,0,0,0,0,0,0,--,1,--,0,--,58
30-Sep-2018,Western,Neurology,Acute Services,224,69,--,76,88,59,184,307,298,215,224,207,201,"1,314",--,789,--,"2,161",--,"3,466"
30-Sep-2018,Western,Rheumatology,Acute Services,232,60,--,59,58,67,191,219,205,144,194,125,66,4,--,615,--,533,--,"1,624"
30-Sep-2018,Western,Paediatrics,Acute Services,392,153,--,122,105,76,227,176,80,39,62,43,24,27,--,483,--,195,--,"1,526"
30-Sep-2018,Western,Paediatric Neurology,Acute Services,4,0,--,0,0,2,0,0,0,0,0,0,0,0,--,0,--,0,--,6
30-Sep-2018,Western,Geriatric Medicine,Elderly Care,99,17,--,7,9,4,1,0,0,0,0,0,0,0,--,1,--,0,--,137
30-Sep-2018,Western,Gynaecology,Acute Services,599,237,--,164,146,90,33,0,0,0,0,0,0,0,--,33,--,0,--,"1,269"
30-Sep-2018,Western,Learning Disability,Learning Disability,22,0,--,2,0,4,18,21,14,6,2,2,0,0,--,53,--,10,--,91
30-Sep-2018,Western,Clinical Oncology,Acute Services,58,4,--,1,2,2,3,2,0,0,0,0,0,0,--,5,--,0,--,72
30-Sep-2018,Western,Chemical Pathology,Acute Services,27,2,--,4,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,33
31-Dec-2018,Belfast,General Surgery,Acute Services,1637,479,--,344,266,178,278,414,296,253,175,127,91,"1,391",--,988,--,"2,037",--,"5,929"
31-Dec-2018,Belfast,Urology,Acute Services,537,159,--,150,146,111,283,420,215,69,74,81,61,58,--,918,--,343,--,"2,364"
31-Dec-2018,Belfast,T & O Surgery,Acute Services,2063,772,--,492,494,355,"1,110","1,340","1,100","1,215","1,126","1,347","1,235","3,443",--,"3,550",--,"8,366",--,"16,092"
31-Dec-2018,Belfast,ENT,Acute Services,1073,448,--,449,413,322,744,949,935,903,876,464,8,2,--,"2,628",--,"2,253",--,"7,586"
31-Dec-2018,Belfast,Ophthalmology,Acute Services,1650,666,--,598,458,373,897,"1,208",908,882,855,815,917,"1,912",--,"3,013",--,"5,381",--,"12,139"
31-Dec-2018,Belfast,Oral Surgery,Acute Services,168,39,--,2,0,0,21,14,1,0,0,0,0,0,--,36,--,0,--,245
31-Dec-2018,Belfast,Restorative Dentistry,Acute Services,345,153,--,137,116,67,211,255,190,12,1,0,0,0,--,656,--,13,--,"1,487"
31-Dec-2018,Belfast,Paediatric Dentistry,Acute Services,40,39,--,43,28,34,66,87,65,51,49,16,1,0,--,218,--,117,--,519
31-Dec-2018,Belfast,Orthodontics,Acute Services,54,32,--,5,1,0,0,0,0,0,0,0,0,0,--,0,--,0,--,92
31-Dec-2018,Belfast,Neurosurgery,Acute Services,235,91,--,56,42,28,24,25,28,1,0,0,0,0,--,77,--,1,--,530
31-Dec-2018,Belfast,Plastic Surgery,Acute Services,59,21,--,3,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,83
31-Dec-2018,Belfast,Cardiac Surgery,Acute Services,70,10,--,1,1,0,1,0,0,0,0,0,0,0,--,1,--,0,--,83
31-Dec-2018,Belfast,Paediatric Surgery,Acute Services,244,80,--,29,11,20,20,19,0,0,0,0,0,0,--,39,--,0,--,423
31-Dec-2018,Belfast,Thoracic Surgery,Acute Services,46,8,--,3,0,0,1,1,0,0,0,0,0,0,--,2,--,0,--,59
31-Dec-2018,Belfast,Pain Management,Acute Services,218,118,--,96,81,50,167,438,245,211,205,11,0,0,--,850,--,427,--,"1,840"
31-Dec-2018,Belfast,General Medicine,Acute Services,396,138,--,104,82,63,136,265,272,246,229,246,309,"1,869",--,673,--,"2,899",--,"4,355"
31-Dec-2018,Belfast,Gastroenterology,Acute Services,696,219,--,183,68,68,134,173,143,145,138,78,2,0,--,450,--,363,--,"2,047"
31-Dec-2018,Belfast,Endocrinology,Acute Services,310,132,--,94,57,50,66,23,3,0,0,0,0,0,--,92,--,0,--,735
31-Dec-2018,Belfast,Haematology (Clinical),Acute Services,165,24,--,6,12,5,9,18,3,0,0,0,0,0,--,30,--,0,--,242
31-Dec-2018,Belfast,Audiological,Acute Services,0,0,--,13,2,0,0,0,0,0,0,0,0,0,--,0,--,0,--,15
31-Dec-2018,Belfast,Clinical Genetics,Acute Services,255,107,--,83,73,69,183,141,0,0,0,0,0,0,--,324,--,0,--,911
31-Dec-2018,Belfast,Rehabilitation,Acute Services,40,24,--,11,8,14,5,8,0,3,1,1,1,7,--,13,--,13,--,123
31-Dec-2018,Belfast,Palliative Medicine,Acute Services,11,5,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,16
31-Dec-2018,Belfast,Cardiology,Acute Services,1234,473,--,366,275,195,461,499,177,16,4,2,1,22,--,"1,137",--,45,--,"3,725"
31-Dec-2018,Belfast,Dermatology,Acute Services,1137,432,--,328,315,279,451,769,677,680,668,225,0,0,--,"1,897",--,"1,573",--,"5,961"
31-Dec-2018,Belfast,Thoracic Medicine,Acute Services,541,188,--,171,136,107,148,95,48,35,5,0,0,0,--,291,--,40,--,"1,474"
31-Dec-2018,Belfast,Nephrology,Acute Services,170,43,--,12,23,11,20,3,0,0,0,0,0,0,--,23,--,0,--,282
31-Dec-2018,Belfast,Medical Oncology,Acute Services,76,0,--,1,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,77
31-Dec-2018,Belfast,Neurology,Acute Services,605,243,--,270,211,158,386,658,586,493,270,227,243,"1,734",--,"1,630",--,"2,967",--,"6,084"
31-Dec-2018,Belfast,Rheumatology,Acute Services,384,156,--,182,149,111,261,385,310,290,236,252,196,"1,440",--,956,--,"2,414",--,"4,352"
31-Dec-2018,Belfast,Paediatrics,Acute Services,1061,405,--,387,293,227,622,785,365,262,203,170,73,89,--,"1,772",--,797,--,"4,942"
31-Dec-2018,Belfast,Paediatric Neurology,Acute Services,54,16,--,20,16,14,33,33,4,0,0,0,0,0,--,70,--,0,--,190
31-Dec-2018,Belfast,Geriatric Medicine,Acute Services,277,102,--,98,80,70,119,46,4,2,1,2,0,0,--,169,--,5,--,801
31-Dec-2018,Belfast,Dental Medicine Specialties,Acute Services,218,78,--,78,85,61,96,36,2,0,0,0,0,0,--,134,--,0,--,654
31-Dec-2018,Belfast,Gynaecology,Acute Services,1200,312,--,192,162,129,325,514,519,493,472,426,110,1,--,"1,358",--,"1,502",--,"4,855"
31-Dec-2018,Belfast,Old Age Psychiatry,Elderly Care,198,64,--,11,13,0,0,0,0,0,0,0,0,0,--,0,--,0,--,286
31-Dec-2018,Belfast,Clinical Oncology,Acute Services,200,8,--,3,2,0,0,0,0,0,0,0,0,0,--,0,--,0,--,213
31-Dec-2018,Belfast,Chemical Pathology,Acute Services,1,2,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,3
31-Dec-2018,Northern ,General Surgery,Acute Services,1392,485,--,484,402,344,542,557,363,115,99,92,86,65,--,"1,462",--,457,--,"5,026"
31-Dec-2018,Northern ,ENT,Acute Services,1051,510,--,413,373,331,729,"1,297","1,090",683,583,628,661,"1,078",--,"3,116",--,"3,633",--,"9,427"
31-Dec-2018,Northern ,Orthodontics,Acute Services,38,18,--,14,20,12,40,52,0,0,0,0,0,0,--,92,--,0,--,194
31-Dec-2018,Northern ,Pain Management,Acute Services,193,75,--,66,69,77,201,401,350,279,261,231,0,0,--,952,--,771,--,"2,203"
31-Dec-2018,Northern ,General Medicine,Acute Services,190,72,--,51,48,32,94,112,82,69,62,51,16,3,--,288,--,201,--,882
31-Dec-2018,Northern ,Gastroenterology,Acute Services,472,159,--,139,144,110,307,432,409,396,419,409,378,227,--,"1,148",--,"1,829",--,"4,001"
31-Dec-2018,Northern ,Haematology (Clinical),Acute Services,109,31,--,28,15,22,50,73,57,24,4,4,0,0,--,180,--,32,--,417
31-Dec-2018,Northern ,Cardiology,Acute Services,726,246,--,147,115,45,15,0,0,0,0,0,0,0,--,15,--,0,--,"1,294"
31-Dec-2018,Northern ,Dermatology,Acute Services,563,189,--,171,162,139,421,669,531,534,483,334,77,0,--,"1,621",--,"1,428",--,"4,273"
31-Dec-2018,Northern ,Thoracic Medicine,Acute Services,330,143,--,92,101,80,198,356,322,337,333,386,207,167,--,876,--,"1,430",--,"3,052"
31-Dec-2018,Northern ,Nephrology,Acute Services,86,14,--,4,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,104
31-Dec-2018,Northern ,Neurology,Acute Services,154,63,--,75,61,31,89,137,131,158,150,168,181,316,--,357,--,973,--,"1,714"
31-Dec-2018,Northern ,Rheumatology,Acute Services,295,141,--,132,94,78,258,370,254,240,277,293,287,28,--,882,--,"1,125",--,"2,747"
31-Dec-2018,Northern ,Paediatrics,Acute Services,675,315,--,242,189,124,216,61,0,0,0,0,0,0,--,277,--,0,--,"1,822"
31-Dec-2018,Northern ,Geriatric Medicine,Elderly Care,91,31,--,18,16,12,17,12,0,0,0,0,0,0,--,29,--,0,--,197
31-Dec-2018,Northern ,Gynaecology,Acute Services,1043,337,--,336,217,216,450,112,0,0,0,0,0,0,--,562,--,0,--,"2,711"
31-Dec-2018,Northern ,Chemical Pathology,Acute Services,23,2,--,2,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,27
31-Dec-2018,Northern ,Joint Consultant Clinics,Acute Services,13,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,13
31-Dec-2018,South Eastern ,General Surgery,Acute Services,1018,343,--,267,218,201,506,589,288,22,20,7,9,12,--,"1,383",--,70,--,"3,500"
31-Dec-2018,South Eastern ,Urology,Acute Services,354,125,--,119,109,71,247,319,207,102,45,16,28,142,--,773,--,333,--,"1,884"
31-Dec-2018,South Eastern ,T & O Surgery,Acute Services,164,7,--,7,11,4,15,7,0,0,0,0,0,0,--,22,--,0,--,215
31-Dec-2018,South Eastern ,ENT,Acute Services,829,345,--,295,289,253,675,"1,232","1,180","1,030",994,"1,126","1,110","1,281",--,"3,087",--,"5,541",--,"10,639"
31-Dec-2018,South Eastern ,Ophthalmology,Acute Services,444,226,--,167,163,132,406,537,389,257,149,165,211,468,--,"1,332",--,"1,250",--,"3,714"
31-Dec-2018,South Eastern ,Oral Surgery,Acute Services,578,260,--,211,220,216,589,"1,029",898,"1,006",797,927,733,"1,084",--,"2,516",--,"4,547",--,"8,548"
31-Dec-2018,South Eastern ,Plastic Surgery,Acute Services,667,232,--,231,211,161,483,596,547,565,565,501,223,16,--,"1,626",--,"1,870",--,"4,998"
31-Dec-2018,South Eastern ,Paediatric Surgery,Acute Services,88,7,--,3,1,0,0,0,0,0,0,0,0,0,--,0,--,0,--,99
31-Dec-2018,South Eastern ,Pain Management,Acute Services,209,121,--,105,85,84,211,321,276,291,35,3,0,0,--,808,--,329,--,"1,741"
31-Dec-2018,South Eastern ,General Medicine,Acute Services,711,221,--,197,164,127,249,377,368,361,237,207,158,"1,290",--,994,--,"2,253",--,"4,667"
31-Dec-2018,South Eastern ,Gastroenterology,Acute Services,26,0,--,5,2,1,1,0,0,0,0,0,0,0,--,1,--,0,--,35
31-Dec-2018,South Eastern ,Endocrinology,Acute Services,10,8,--,7,5,8,8,0,0,0,0,0,0,0,--,8,--,0,--,46
31-Dec-2018,South Eastern ,Haematology (Clinical),Acute Services,101,48,--,35,33,29,74,13,0,0,0,0,0,0,--,87,--,0,--,333
31-Dec-2018,South Eastern ,Cardiology,Acute Services,780,239,--,257,161,109,273,197,64,30,27,22,45,75,--,534,--,199,--,"2,279"
31-Dec-2018,South Eastern ,Dermatology,Acute Services,955,262,--,271,262,233,624,645,371,335,386,450,299,971,--,"1,640",--,"2,441",--,"6,064"
31-Dec-2018,South Eastern ,Thoracic Medicine,Acute Services,339,109,--,67,68,51,175,288,280,256,262,115,81,51,--,743,--,765,--,"2,142"
31-Dec-2018,South Eastern ,Nephrology,Acute Services,33,2,--,2,2,1,0,0,0,0,0,0,0,0,--,0,--,0,--,40
31-Dec-2018,South Eastern ,Neurology,Acute Services,241,125,--,120,93,107,249,348,323,322,295,340,275,"1,143",--,920,--,"2,375",--,"3,981"
31-Dec-2018,South Eastern ,Rheumatology,Acute Services,305,122,--,126,108,83,244,358,319,333,303,193,101,113,--,921,--,"1,043",--,"2,708"
31-Dec-2018,South Eastern ,Paediatrics,Acute Services,345,140,--,148,126,112,219,328,288,212,168,150,177,473,--,835,--,"1,180",--,"2,886"
31-Dec-2018,South Eastern ,Geriatric Medicine,Elderly Care,271,70,--,73,48,26,44,63,23,12,16,22,24,30,--,130,--,104,--,722
31-Dec-2018,South Eastern ,Gynaecology,Acute Services,870,263,--,185,149,143,415,656,590,552,646,670,659,236,--,"1,661",--,"2,763",--,"6,034"
31-Dec-2018,South Eastern ,Old Age Psychiatry,Elderly Care,206,59,--,54,48,38,55,16,2,1,0,0,0,0,--,73,--,1,--,479
